##NAME:²É¼¯Í¼Æ×
##X_AXIS:Raman Shift(cm-1)
##Y_AXIS:ORIGINAL_REDUCE_DARK
##DATE:2025-04-02
##TIME:10:35:32
##LASERLENGTH:785
##LASERLEVEL:120
##INTGRTIME:5000
##>>>>>Begin Processed Spectral Data<<<<<
158,394
159,447.766
160,507.56
161,596.231
162,702.25
163,827.634
164,988.736
165,1156.3
166,1398.54
167,1640.78
168,1947.67
169,2269.81
170,2623.72
171,3004.69
172,3397.37
173,3821.36
174,4245.24
175,4648.29
176,5051.34
177,5408.46
178,5749.46
179,6045.07
180,6290.81
181,6524.85
182,6715.89
183,6906.94
184,7065.21
185,7221.85
186,7360.15
187,7490.32
188,7619.18
189,7746.32
190,7876.6
191,8021.55
192,8166.5
193,8300.5
194,8433.55
195,8591.48
196,8761.89
197,8931.43
198,9099.72
199,9264.1
200,9408.05
201,9552
202,9691.18
203,9829.88
204,9958.06
205,10080.8
206,10201.6
207,10319.6
208,10428.9
209,10494.8
210,10560.7
211,10652.5
212,10746.5
213,10831.2
214,10911.5
215,10983.2
216,11043.9
217,11107.3
218,11182.3
219,11257.3
220,11303
221,11347.3
222,11370.2
223,11384.5
224,11422.1
225,11485.6
226,11535.9
227,11544
228,11552.1
229,11599.6
230,11647
231,11683.1
232,11715.8
233,11739.4
234,11755.1
235,11768.2
236,11775.4
237,11783.4
238,11802.3
239,11821.1
240,11850.2
241,11881.2
242,11880.5
243,11860.3
244,11867.8
245,11918.1
246,11958.8
247,11951.6
248,11944.4
249,11957.6
250,11972
251,11992.6
252,12015.6
253,12028.8
254,12032.4
255,12050.1
256,12103.8
257,12151.8
258,12117.5
259,12083.3
260,12101.3
261,12128.8
262,12109.1
263,12061.7
264,12006.9
265,11941.8
266,11875.5
267,11804.1
268,11732.6
269,11645
270,11557.2
271,11458.1
272,11355.9
273,11235.2
274,11100.6
275,10965.9
276,10830.9
277,10700.5
278,10595.4
279,10490.2
280,10371.1
281,10251.3
282,10178
283,10120.3
284,10053
285,9977.61
286,9923.34
287,9909.7
288,9899.09
289,9906.83
290,9914.56
291,9927.01
292,9939.75
293,9954.53
294,9970
295,9988.48
296,10009.4
297,10028.1
298,10042.7
299,10045.3
300,9984.2
301,9923.09
302,9878.69
303,9834.89
304,9733.79
305,9616
306,9494.17
307,9369.45
308,9252.65
309,9147.98
310,9038.93
311,8913.16
312,8787.64
313,8674.15
314,8560.66
315,8462.42
316,8367.18
317,8284.14
318,8207.63
319,8128.09
320,8045.12
321,7973.34
322,7929.31
323,7884.63
324,7834.61
325,7784.58
326,7767.78
327,7753.55
328,7726.2
329,7694.5
330,7666.21
331,7640.47
332,7617.66
333,7599.26
334,7584.07
335,7579.92
336,7574.35
337,7543.04
338,7511.72
339,7492.16
340,7474.19
341,7467.36
342,7465.06
343,7470
344,7481.07
345,7477.28
346,7448.66
347,7432.44
348,7463.38
349,7493.46
350,7504.08
351,7514.71
352,7505.43
353,7493.41
354,7503.59
355,7522.56
356,7528.17
357,7523.08
358,7522.38
359,7528.4
360,7538.03
361,7559.35
362,7578.46
363,7571.5
364,7564.55
365,7572.55
366,7581.83
367,7586.13
368,7588.92
369,7605.36
370,7630.45
371,7647.63
372,7655.53
373,7661.14
374,7661.61
375,7662.37
376,7664.69
377,7667.13
378,7681.56
379,7696
380,7693.59
381,7688.46
382,7709.31
383,7740.55
384,7748.16
385,7737.9
386,7740.53
387,7760.6
388,7774.47
389,7772.61
390,7774.42
391,7798.71
392,7823
393,7812.25
394,7801.49
395,7790.33
396,7779.11
397,7748.93
398,7711.49
399,7711.1
400,7736.85
401,7747.41
402,7739.44
403,7733.26
404,7730.91
405,7735.11
406,7768.41
407,7800.12
408,7802.47
409,7804.81
410,7820.57
411,7837.48
412,7839.51
413,7837.63
414,7833.26
415,7827.62
416,7826.51
417,7829.34
418,7826.55
419,7815.73
420,7805.03
421,7794.67
422,7787.77
423,7798.6
424,7808.73
425,7802.13
426,7795.53
427,7785.89
428,7775.98
429,7772.87
430,7771.45
431,7794.83
432,7829.78
433,7850.87
434,7861.27
435,7866.79
436,7866.32
437,7866.95
438,7869.79
439,7877.42
440,7902.04
441,7923.34
442,7917.18
443,7911.02
444,7886.91
445,7862.74
446,7831.83
447,7800.06
448,7791.15
449,7788.78
450,7781.64
451,7772.14
452,7767.73
453,7767.26
454,7760.46
455,7746.2
456,7725.02
457,7691.26
458,7666.84
459,7670.17
460,7669.49
461,7646.16
462,7623.19
463,7606.99
464,7590.8
465,7564.62
466,7537.93
467,7524.64
468,7513.68
469,7505.23
470,7497.59
471,7465.04
472,7419.68
473,7405.95
474,7416.46
475,7398.71
476,7349.48
477,7314.99
478,7304.47
479,7285.33
480,7245.14
481,7213.19
482,7214.15
483,7214.09
484,7205.94
485,7197.84
486,7191.61
487,7185.38
488,7193.11
489,7201.74
490,7203
491,7203
492,7211.14
493,7221.7
494,7225.33
495,7225.81
496,7227.75
497,7230.63
498,7237.32
499,7247.42
500,7256.02
501,7262.75
502,7259.87
503,7240.61
504,7230.96
505,7244.45
506,7253.74
507,7247.95
508,7243
509,7243
510,7244.91
511,7271.94
512,7298.97
513,7314.44
514,7329.89
515,7367.78
516,7407.41
517,7439.16
518,7469.62
519,7493.97
520,7516.71
521,7526.85
522,7532.18
523,7544.83
524,7561.29
525,7569.44
526,7571.86
527,7572.23
528,7570.78
529,7562.08
530,7545.1
531,7527.33
532,7508.39
533,7490.97
534,7476.4
535,7454.73
536,7415.36
537,7381.89
538,7368.27
539,7355.07
540,7343.88
541,7330.54
542,7300.84
543,7271.3
544,7244.02
545,7216.93
546,7209.13
547,7201.33
548,7202.87
549,7204.82
550,7166.96
551,7125
552,7137.41
553,7158.89
554,7137.72
555,7106.46
556,7114.26
557,7134.29
558,7133.7
559,7124.9
560,7108.55
561,7088.49
562,7071.18
563,7055.52
564,7039.85
565,7024.17
566,7008.49
567,6992.81
568,6967.52
569,6932.7
570,6912.64
571,6909.69
572,6911.55
573,6919.89
574,6915.09
575,6889.54
576,6871.27
577,6866.35
578,6865.81
579,6874.67
580,6875.96
581,6858.25
582,6849.22
583,6865.96
584,6875.19
585,6857.94
586,6843.62
587,6841.65
588,6838.56
589,6829.68
590,6822.73
591,6828.16
592,6833.48
593,6837.93
594,6841.1
595,6830.23
596,6819.62
597,6813.2
598,6806.75
599,6799.83
600,6792.6
601,6763.4
602,6734.2
603,6744.33
604,6754.72
605,6745.36
606,6735.45
607,6756.77
608,6779.58
609,6767.98
610,6754.09
611,6776.32
612,6801.63
613,6812.55
614,6821.98
615,6850.93
616,6882.23
617,6916.6
618,6951.4
619,7000.03
620,7050.76
621,7049.47
622,7039.51
623,7056.58
624,7078.49
625,7112.12
626,7147.99
627,7177.24
628,7205.16
629,7212.06
630,7214.56
631,7250.27
632,7293.19
633,7299.37
634,7297.37
635,7289.26
636,7279.77
637,7281.25
638,7285.25
639,7275.01
640,7261.51
641,7251.66
642,7242.66
643,7222.2
644,7199.16
645,7208.55
646,7225.08
647,7214.79
648,7198.75
649,7185.61
650,7173.07
651,7183.16
652,7197.71
653,7183.5
654,7163.91
655,7166.13
656,7172.16
657,7177.33
658,7182.36
659,7173.35
660,7162.28
661,7162.33
662,7163.84
663,7160.39
664,7156.36
665,7116.05
666,7072.21
